        1000  1.000000000000000E-002           2   1.00000000000000     
   0.17500000D+01 -0.53291403D+01  0.14946170D+01 -0.84483265D+01
   0.17600000D+01 -0.54911398D+01  0.12675746D+01 -0.83794792D+01
   0.17700000D+01 -0.56463510D+01  0.10383108D+01 -0.83140656D+01
   0.17800000D+01 -0.57946179D+01  0.80712968D+00 -0.82518860D+01
   0.17900000D+01 -0.59357877D+01  0.57433937D+00 -0.81927389D+01
   0.18000000D+01 -0.60697375D+01  0.34027981D+00 -0.81364111D+01
   0.18100000D+01 -0.61963575D+01  0.10530575D+00 -0.80826835D+01
   0.18200000D+01 -0.63155383D+01 -0.13022801D+00 -0.80313372D+01
   0.18300000D+01 -0.64271715D+01 -0.36596699D+00 -0.79821538D+01
   0.18400000D+01 -0.65312054D+01 -0.60157153D+00 -0.79349426D+01
   0.18500000D+01 -0.66276637D+01 -0.83672200D+00 -0.78895505D+01
   0.18600000D+01 -0.67165761D+01 -0.10711002D+01 -0.78458267D+01
   0.18700000D+01 -0.67979720D+01 -0.13043879D+01 -0.78036207D+01
   0.18800000D+01 -0.68718892D+01 -0.15362641D+01 -0.77627823D+01
   0.18900000D+01 -0.69384151D+01 -0.17663904D+01 -0.77231640D+01
   0.19000000D+01 -0.69976550D+01 -0.19944223D+01 -0.76846191D+01
   0.19100000D+01 -0.70497142D+01 -0.22200154D+01 -0.76470010D+01
   0.19200000D+01 -0.70946983D+01 -0.24428250D+01 -0.76101630D+01
   0.19300000D+01 -0.71327413D+01 -0.26625050D+01 -0.75739652D+01
   0.19400000D+01 -0.71640322D+01 -0.28787058D+01 -0.75382809D+01
   0.19500000D+01 -0.71887662D+01 -0.30910774D+01 -0.75029844D+01
   0.19600000D+01 -0.72071384D+01 -0.32992698D+01 -0.74679505D+01
   0.19700000D+01 -0.72193467D+01 -0.35029336D+01 -0.74330546D+01
   0.19800000D+01 -0.72256408D+01 -0.37017309D+01 -0.73981961D+01
   0.19900000D+01 -0.72263208D+01 -0.38953348D+01 -0.73632964D+01
   0.20000000D+01 -0.72216887D+01 -0.40834188D+01 -0.73282781D+01
   0.20100000D+01 -0.72120467D+01 -0.42656566D+01 -0.72930638D+01
   0.20200000D+01 -0.71977025D+01 -0.44417246D+01 -0.72575797D+01
   0.20300000D+01 -0.71790332D+01 -0.46113344D+01 -0.72217970D+01
   0.20400000D+01 -0.71564604D+01 -0.47742204D+01 -0.71857161D+01
   0.20500000D+01 -0.71304068D+01 -0.49301174D+01 -0.71493377D+01
   0.20600000D+01 -0.71012952D+01 -0.50787602D+01 -0.71126628D+01
   0.20700000D+01 -0.70695566D+01 -0.52198894D+01 -0.70757001D+01
   0.20800000D+01 -0.70357154D+01 -0.53533087D+01 -0.70385443D+01
   0.20900000D+01 -0.70003520D+01 -0.54788599D+01 -0.70013420D+01
   0.21000000D+01 -0.69640478D+01 -0.55963854D+01 -0.69642404D+01
   0.21100000D+01 -0.69273840D+01 -0.57057275D+01 -0.69273869D+01
   0.21200000D+01 -0.68909216D+01 -0.58067341D+01 -0.68909236D+01
   0.21300000D+01 -0.68549088D+01 -0.58993387D+01 -0.68549124D+01
   0.21400000D+01 -0.68193490D+01 -0.59835418D+01 -0.68193525D+01
   0.21500000D+01 -0.67842391D+01 -0.60593455D+01 -0.67842414D+01
   0.21600000D+01 -0.67495759D+01 -0.61267522D+01 -0.67495767D+01
   0.21700000D+01 -0.67153562D+01 -0.61857659D+01 -0.67153559D+01
   0.21800000D+01 -0.66815734D+01 -0.62364776D+01 -0.66815725D+01
   0.21900000D+01 -0.66482161D+01 -0.62791000D+01 -0.66482151D+01
   0.22000000D+01 -0.66152726D+01 -0.63138547D+01 -0.66152719D+01
   0.22100000D+01 -0.65827312D+01 -0.63409634D+01 -0.65827309D+01
   0.22200000D+01 -0.65505802D+01 -0.63606477D+01 -0.65505802D+01
   0.22300000D+01 -0.65188085D+01 -0.63731768D+01 -0.65188087D+01
   0.22400000D+01 -0.64874082D+01 -0.63789981D+01 -0.64874084D+01
   0.22500000D+01 -0.64563717D+01 -0.63786006D+01 -0.64563720D+01
   0.22600000D+01 -0.64256917D+01 -0.63724737D+01 -0.64256919D+01
   0.22700000D+01 -0.63953608D+01 -0.63611065D+01 -0.63953608D+01
   0.22800000D+01 -0.63653715D+01 -0.63449974D+01 -0.63653715D+01
   0.22900000D+01 -0.63357168D+01 -0.63248231D+01 -0.63357167D+01
   0.23000000D+01 -0.63063898D+01 -0.63014218D+01 -0.63063897D+01
   0.23100000D+01 -0.62773837D+01 -0.62756375D+01 -0.62773836D+01
   0.23200000D+01 -0.62486917D+01 -0.62483141D+01 -0.62486917D+01
   0.23300000D+01 -0.62203071D+01 -0.62202956D+01 -0.62203071D+01
   0.23400000D+01 -0.61922231D+01 -0.61923181D+01 -0.61922231D+01
   0.23500000D+01 -0.61644340D+01 -0.61645688D+01 -0.61644340D+01
   0.23600000D+01 -0.61369342D+01 -0.61370604D+01 -0.61369342D+01
   0.23700000D+01 -0.61097181D+01 -0.61098058D+01 -0.61097181D+01
   0.23800000D+01 -0.60827803D+01 -0.60828178D+01 -0.60827803D+01
   0.23900000D+01 -0.60561151D+01 -0.60561092D+01 -0.60561151D+01
   0.24000000D+01 -0.60297173D+01 -0.60296871D+01 -0.60297173D+01
   0.24100000D+01 -0.60035820D+01 -0.60035441D+01 -0.60035820D+01
   0.24200000D+01 -0.59777046D+01 -0.59776708D+01 -0.59777046D+01
   0.24300000D+01 -0.59520803D+01 -0.59520578D+01 -0.59520803D+01
   0.24400000D+01 -0.59267044D+01 -0.59266956D+01 -0.59267044D+01
   0.24500000D+01 -0.59015723D+01 -0.59015748D+01 -0.59015723D+01
   0.24600000D+01 -0.58766795D+01 -0.58766882D+01 -0.58766795D+01
   0.24700000D+01 -0.58520220D+01 -0.58520325D+01 -0.58520220D+01
   0.24800000D+01 -0.58275957D+01 -0.58276051D+01 -0.58275957D+01
   0.24900000D+01 -0.58033969D+01 -0.58034031D+01 -0.58033969D+01
   0.25000000D+01 -0.57794214D+01 -0.57794239D+01 -0.57794214D+01
   0.25100000D+01 -0.57556653D+01 -0.57556648D+01 -0.57556653D+01
   0.25200000D+01 -0.57321249D+01 -0.57321226D+01 -0.57321249D+01
   0.25300000D+01 -0.57087968D+01 -0.57087939D+01 -0.57087968D+01
   0.25400000D+01 -0.56856776D+01 -0.56856749D+01 -0.56856776D+01
   0.25500000D+01 -0.56627638D+01 -0.56627620D+01 -0.56627638D+01
   0.25600000D+01 -0.56400523D+01 -0.56400514D+01 -0.56400523D+01
   0.25700000D+01 -0.56175396D+01 -0.56175396D+01 -0.56175396D+01
   0.25800000D+01 -0.55952224D+01 -0.55952230D+01 -0.55952224D+01
   0.25900000D+01 -0.55730978D+01 -0.55730986D+01 -0.55730978D+01
   0.26000000D+01 -0.55511630D+01 -0.55511638D+01 -0.55511630D+01
   0.26100000D+01 -0.55294151D+01 -0.55294157D+01 -0.55294151D+01
   0.26200000D+01 -0.55078512D+01 -0.55078515D+01 -0.55078512D+01
   0.26300000D+01 -0.54864684D+01 -0.54864685D+01 -0.54864684D+01
   0.26400000D+01 -0.54652640D+01 -0.54652639D+01 -0.54652640D+01
   0.26500000D+01 -0.54442354D+01 -0.54442352D+01 -0.54442354D+01
   0.26600000D+01 -0.54233800D+01 -0.54233798D+01 -0.54233800D+01
   0.26700000D+01 -0.54026954D+01 -0.54026952D+01 -0.54026954D+01
   0.26800000D+01 -0.53821793D+01 -0.53821791D+01 -0.53821793D+01
   0.26900000D+01 -0.53618290D+01 -0.53618290D+01 -0.53618290D+01
   0.27000000D+01 -0.53416423D+01 -0.53416423D+01 -0.53416423D+01
   0.27100000D+01 -0.53216167D+01 -0.53216167D+01 -0.53216167D+01
   0.27200000D+01 -0.53017500D+01 -0.53017501D+01 -0.53017500D+01
   0.27300000D+01 -0.52820403D+01 -0.52820403D+01 -0.52820403D+01
   0.27400000D+01 -0.52624853D+01 -0.52624854D+01 -0.52624853D+01
   0.27500000D+01 -0.52430830D+01 -0.52430831D+01 -0.52430830D+01
   0.27600000D+01 -0.52238313D+01 -0.52238313D+01 -0.52238313D+01
   0.27700000D+01 -0.52047280D+01 -0.52047280D+01 -0.52047280D+01
   0.27800000D+01 -0.51857713D+01 -0.51857713D+01 -0.51857713D+01
   0.27900000D+01 -0.51669592D+01 -0.51669592D+01 -0.51669592D+01
   0.28000000D+01 -0.51482899D+01 -0.51482899D+01 -0.51482899D+01
   0.28100000D+01 -0.51297617D+01 -0.51297617D+01 -0.51297617D+01
   0.28200000D+01 -0.51113727D+01 -0.51113727D+01 -0.51113727D+01
   0.28300000D+01 -0.50931211D+01 -0.50931211D+01 -0.50931211D+01
   0.28400000D+01 -0.50750050D+01 -0.50750050D+01 -0.50750050D+01
   0.28500000D+01 -0.50570228D+01 -0.50570229D+01 -0.50570228D+01
   0.28600000D+01 -0.50391730D+01 -0.50391730D+01 -0.50391730D+01
   0.28700000D+01 -0.50214539D+01 -0.50214539D+01 -0.50214539D+01
   0.28800000D+01 -0.50038639D+01 -0.50038639D+01 -0.50038639D+01
   0.28900000D+01 -0.49864014D+01 -0.49864014D+01 -0.49864014D+01
   0.29000000D+01 -0.49690650D+01 -0.49690650D+01 -0.49690650D+01
   0.29100000D+01 -0.49518529D+01 -0.49518529D+01 -0.49518529D+01
   0.29200000D+01 -0.49347638D+01 -0.49347638D+01 -0.49347638D+01
   0.29300000D+01 -0.49177962D+01 -0.49177962D+01 -0.49177962D+01
   0.29400000D+01 -0.49009487D+01 -0.49009487D+01 -0.49009487D+01
   0.29500000D+01 -0.48842201D+01 -0.48842201D+01 -0.48842201D+01
   0.29600000D+01 -0.48676088D+01 -0.48676088D+01 -0.48676088D+01
   0.29700000D+01 -0.48511136D+01 -0.48511136D+01 -0.48511136D+01
   0.29800000D+01 -0.48347329D+01 -0.48347329D+01 -0.48347329D+01
   0.29900000D+01 -0.48184656D+01 -0.48184656D+01 -0.48184656D+01
   0.30000000D+01 -0.48023104D+01 -0.48023104D+01 -0.48023104D+01
   0.30100000D+01 -0.47862660D+01 -0.47862660D+01 -0.47862660D+01
   0.30200000D+01 -0.47703314D+01 -0.47703314D+01 -0.47703314D+01
   0.30300000D+01 -0.47545051D+01 -0.47545051D+01 -0.47545051D+01
   0.30400000D+01 -0.47387861D+01 -0.47387861D+01 -0.47387861D+01
   0.30500000D+01 -0.47231731D+01 -0.47231731D+01 -0.47231731D+01
   0.30600000D+01 -0.47076650D+01 -0.47076650D+01 -0.47076650D+01
   0.30700000D+01 -0.46922606D+01 -0.46922606D+01 -0.46922606D+01
   0.30800000D+01 -0.46769588D+01 -0.46769588D+01 -0.46769588D+01
   0.30900000D+01 -0.46617587D+01 -0.46617587D+01 -0.46617587D+01
   0.31000000D+01 -0.46466590D+01 -0.46466590D+01 -0.46466590D+01
   0.31100000D+01 -0.46316588D+01 -0.46316588D+01 -0.46316588D+01
   0.31200000D+01 -0.46167570D+01 -0.46167570D+01 -0.46167570D+01
   0.31300000D+01 -0.46019524D+01 -0.46019524D+01 -0.46019524D+01
   0.31400000D+01 -0.45872442D+01 -0.45872442D+01 -0.45872442D+01
   0.31500000D+01 -0.45726313D+01 -0.45726313D+01 -0.45726313D+01
   0.31600000D+01 -0.45581128D+01 -0.45581128D+01 -0.45581128D+01
   0.31700000D+01 -0.45436878D+01 -0.45436878D+01 -0.45436878D+01
   0.31800000D+01 -0.45293552D+01 -0.45293552D+01 -0.45293552D+01
   0.31900000D+01 -0.45151141D+01 -0.45151141D+01 -0.45151141D+01
   0.32000000D+01 -0.45009637D+01 -0.45009637D+01 -0.45009637D+01
   0.32100000D+01 -0.44869029D+01 -0.44869029D+01 -0.44869029D+01
   0.32200000D+01 -0.44729308D+01 -0.44729308D+01 -0.44729308D+01
   0.32300000D+01 -0.44590467D+01 -0.44590467D+01 -0.44590467D+01
   0.32400000D+01 -0.44452497D+01 -0.44452497D+01 -0.44452497D+01
   0.32500000D+01 -0.44315388D+01 -0.44315388D+01 -0.44315388D+01
   0.32600000D+01 -0.44179134D+01 -0.44179134D+01 -0.44179134D+01
   0.32700000D+01 -0.44043725D+01 -0.44043725D+01 -0.44043725D+01
   0.32800000D+01 -0.43909153D+01 -0.43909153D+01 -0.43909153D+01
   0.32900000D+01 -0.43775410D+01 -0.43775410D+01 -0.43775410D+01
   0.33000000D+01 -0.43642487D+01 -0.43642487D+01 -0.43642487D+01
   0.33100000D+01 -0.43510378D+01 -0.43510378D+01 -0.43510378D+01
   0.33200000D+01 -0.43379075D+01 -0.43379075D+01 -0.43379075D+01
   0.33300000D+01 -0.43248570D+01 -0.43248570D+01 -0.43248570D+01
   0.33400000D+01 -0.43118855D+01 -0.43118855D+01 -0.43118855D+01
   0.33500000D+01 -0.42989923D+01 -0.42989923D+01 -0.42989923D+01
   0.33600000D+01 -0.42861767D+01 -0.42861767D+01 -0.42861767D+01
   0.33700000D+01 -0.42734379D+01 -0.42734379D+01 -0.42734379D+01
   0.33800000D+01 -0.42607753D+01 -0.42607753D+01 -0.42607753D+01
   0.33900000D+01 -0.42481880D+01 -0.42481880D+01 -0.42481880D+01
   0.34000000D+01 -0.42356755D+01 -0.42356755D+01 -0.42356755D+01
   0.34100000D+01 -0.42232371D+01 -0.42232371D+01 -0.42232371D+01
   0.34200000D+01 -0.42108721D+01 -0.42108721D+01 -0.42108721D+01
   0.34300000D+01 -0.41985798D+01 -0.41985798D+01 -0.41985798D+01
   0.34400000D+01 -0.41863595D+01 -0.41863595D+01 -0.41863595D+01
   0.34500000D+01 -0.41742107D+01 -0.41742107D+01 -0.41742107D+01
   0.34600000D+01 -0.41621326D+01 -0.41621326D+01 -0.41621326D+01
   0.34700000D+01 -0.41501246D+01 -0.41501246D+01 -0.41501246D+01
   0.34800000D+01 -0.41381861D+01 -0.41381861D+01 -0.41381861D+01
   0.34900000D+01 -0.41263166D+01 -0.41263166D+01 -0.41263166D+01
   0.35000000D+01 -0.41145153D+01 -0.41145153D+01 -0.41145153D+01
   0.35100000D+01 -0.41027818D+01 -0.41027818D+01 -0.41027818D+01
   0.35200000D+01 -0.40911153D+01 -0.40911153D+01 -0.40911153D+01
   0.35300000D+01 -0.40795154D+01 -0.40795154D+01 -0.40795154D+01
   0.35400000D+01 -0.40679813D+01 -0.40679813D+01 -0.40679813D+01
