        1000  1.000000000000000E-002           2   11.0000000000000     
   0.18800000D+01  0.18800000D+01  0.18800000D+01
   0.00000000D+00 -0.17481163D+03 -0.22493808D+03 -0.44982099D+03
   0.10000000D-01 -0.17481000D+03 -0.22493645D+03 -0.44981934D+03
   0.20000000D-01 -0.17479129D+03 -0.22491769D+03 -0.44980033D+03
   0.30000000D-01 -0.17471683D+03 -0.22484304D+03 -0.44972459D+03
   0.40000000D-01 -0.17453766D+03 -0.22466337D+03 -0.44954198D+03
   0.50000000D-01 -0.17422307D+03 -0.22434769D+03 -0.44922014D+03
   0.60000000D-01 -0.17377796D+03 -0.22390063D+03 -0.44876189D+03
   0.70000000D-01 -0.17323048D+03 -0.22334992D+03 -0.44819280D+03
   0.80000000D-01 -0.17261121D+03 -0.22272573D+03 -0.44754053D+03
   0.90000000D-01 -0.17194388D+03 -0.22205124D+03 -0.44682537D+03
   0.10000000D+00 -0.17124491D+03 -0.22134230D+03 -0.44605997D+03
   0.11000000D+00 -0.17052554D+03 -0.22060949D+03 -0.44525138D+03
   0.12000000D+00 -0.16979370D+03 -0.21986006D+03 -0.44440300D+03
   0.13000000D+00 -0.16905534D+03 -0.21909916D+03 -0.44351588D+03
   0.14000000D+00 -0.16831510D+03 -0.21833062D+03 -0.44258948D+03
   0.15000000D+00 -0.16757683D+03 -0.21755739D+03 -0.44162218D+03
   0.16000000D+00 -0.16684381D+03 -0.21678181D+03 -0.44061149D+03
   0.17000000D+00 -0.16611890D+03 -0.21600574D+03 -0.43955434D+03
   0.18000000D+00 -0.16540465D+03 -0.21523070D+03 -0.43844709D+03
   0.19000000D+00 -0.16470334D+03 -0.21445785D+03 -0.43728573D+03
   0.20000000D+00 -0.16401702D+03 -0.21368812D+03 -0.43606584D+03
   0.21000000D+00 -0.16334751D+03 -0.21292217D+03 -0.43478275D+03
   0.22000000D+00 -0.16269647D+03 -0.21216042D+03 -0.43343152D+03
   0.23000000D+00 -0.16206533D+03 -0.21140309D+03 -0.43200701D+03
   0.24000000D+00 -0.16145539D+03 -0.21065017D+03 -0.43050396D+03
   0.25000000D+00 -0.16086774D+03 -0.20990148D+03 -0.42891701D+03
   0.26000000D+00 -0.16030334D+03 -0.20915666D+03 -0.42724075D+03
   0.27000000D+00 -0.15976297D+03 -0.20841517D+03 -0.42546978D+03
   0.28000000D+00 -0.15924731D+03 -0.20767636D+03 -0.42359878D+03
   0.29000000D+00 -0.15875686D+03 -0.20693941D+03 -0.42162254D+03
   0.30000000D+00 -0.15829205D+03 -0.20620341D+03 -0.41953601D+03
   0.31000000D+00 -0.15785319D+03 -0.20546736D+03 -0.41733438D+03
   0.32000000D+00 -0.15744048D+03 -0.20473018D+03 -0.41501311D+03
   0.33000000D+00 -0.15705408D+03 -0.20399076D+03 -0.41256802D+03
   0.34000000D+00 -0.15669404D+03 -0.20324793D+03 -0.40999530D+03
   0.35000000D+00 -0.15636040D+03 -0.20250054D+03 -0.40729156D+03
   0.36000000D+00 -0.15605314D+03 -0.20174744D+03 -0.40445391D+03
   0.37000000D+00 -0.15577222D+03 -0.20098750D+03 -0.40147998D+03
   0.38000000D+00 -0.15551756D+03 -0.20021964D+03 -0.39836797D+03
   0.39000000D+00 -0.15528909D+03 -0.19944288D+03 -0.39511669D+03
   0.40000000D+00 -0.15508674D+03 -0.19865627D+03 -0.39172554D+03
   0.41000000D+00 -0.15491043D+03 -0.19785900D+03 -0.38819462D+03
   0.42000000D+00 -0.15476007D+03 -0.19705032D+03 -0.38452468D+03
   0.43000000D+00 -0.15463561D+03 -0.19622964D+03 -0.38071718D+03
   0.44000000D+00 -0.15453696D+03 -0.19539647D+03 -0.37677425D+03
   0.45000000D+00 -0.15446406D+03 -0.19455044D+03 -0.37269874D+03
   0.46000000D+00 -0.15441684D+03 -0.19369132D+03 -0.36849419D+03
   0.47000000D+00 -0.15439520D+03 -0.19281901D+03 -0.36416482D+03
   0.48000000D+00 -0.15439904D+03 -0.19193354D+03 -0.35971552D+03
   0.49000000D+00 -0.15442821D+03 -0.19103507D+03 -0.35515184D+03
   0.50000000D+00 -0.15448254D+03 -0.19012388D+03 -0.35047993D+03
   0.51000000D+00 -0.15456177D+03 -0.18920035D+03 -0.34570655D+03
   0.52000000D+00 -0.15466562D+03 -0.18826500D+03 -0.34083899D+03
   0.53000000D+00 -0.15479369D+03 -0.18731842D+03 -0.33588506D+03
   0.54000000D+00 -0.15494551D+03 -0.18636130D+03 -0.33085302D+03
   0.55000000D+00 -0.15512049D+03 -0.18539443D+03 -0.32575156D+03
   0.56000000D+00 -0.15531794D+03 -0.18441864D+03 -0.32058972D+03
   0.57000000D+00 -0.15553703D+03 -0.18343483D+03 -0.31537686D+03
   0.58000000D+00 -0.15577679D+03 -0.18244395D+03 -0.31012257D+03
   0.59000000D+00 -0.15603610D+03 -0.18144698D+03 -0.30483664D+03
   0.60000000D+00 -0.15631370D+03 -0.18044495D+03 -0.29952901D+03
   0.61000000D+00 -0.15660816D+03 -0.17943888D+03 -0.29420968D+03
   0.62000000D+00 -0.15691788D+03 -0.17842981D+03 -0.28888866D+03
   0.63000000D+00 -0.15724110D+03 -0.17741877D+03 -0.28357594D+03
   0.64000000D+00 -0.15757590D+03 -0.17640679D+03 -0.27828138D+03
   0.65000000D+00 -0.15792017D+03 -0.17539487D+03 -0.27301472D+03
   0.66000000D+00 -0.15827167D+03 -0.17438400D+03 -0.26778548D+03
   0.67000000D+00 -0.15862800D+03 -0.17337512D+03 -0.26260292D+03
   0.68000000D+00 -0.15898659D+03 -0.17236917D+03 -0.25747600D+03
   0.69000000D+00 -0.15934477D+03 -0.17136700D+03 -0.25241334D+03
   0.70000000D+00 -0.15969972D+03 -0.17036945D+03 -0.24742315D+03
   0.71000000D+00 -0.16004854D+03 -0.16937731D+03 -0.24251324D+03
   0.72000000D+00 -0.16038820D+03 -0.16839130D+03 -0.23769098D+03
   0.73000000D+00 -0.16071563D+03 -0.16741211D+03 -0.23296317D+03
   0.74000000D+00 -0.16102768D+03 -0.16644035D+03 -0.22833624D+03
   0.75000000D+00 -0.16132119D+03 -0.16547660D+03 -0.22381593D+03
   0.76000000D+00 -0.16159295D+03 -0.16452138D+03 -0.21940759D+03
   0.77000000D+00 -0.16183980D+03 -0.16357513D+03 -0.21511588D+03
   0.78000000D+00 -0.16205857D+03 -0.16263827D+03 -0.21094499D+03
