        1000  1.000000000000000E-002           2   3.00000000000000     
   0.16100000D+01  0.16100000D+01  0.16100000D+01
   0.00000000D+00  0.12245029D+02 -0.64741252D+02 -0.13862521D+03
   0.10000000D-01  0.12246457D+02 -0.64739814D+02 -0.13862377D+03
   0.20000000D-01  0.12250758D+02 -0.64735364D+02 -0.13861926D+03
   0.30000000D-01  0.12257661D+02 -0.64727822D+02 -0.13861143D+03
   0.40000000D-01  0.12266763D+02 -0.64716999D+02 -0.13859983D+03
   0.50000000D-01  0.12277506D+02 -0.64702636D+02 -0.13858383D+03
   0.60000000D-01  0.12289173D+02 -0.64684402D+02 -0.13856264D+03
   0.70000000D-01  0.12300896D+02 -0.64661898D+02 -0.13853527D+03
   0.80000000D-01  0.12311654D+02 -0.64634660D+02 -0.13850060D+03
   0.90000000D-01  0.12320281D+02 -0.64602162D+02 -0.13845733D+03
   0.10000000D+00  0.12325466D+02 -0.64563823D+02 -0.13840402D+03
   0.11000000D+00  0.12325764D+02 -0.64519010D+02 -0.13833911D+03
   0.12000000D+00  0.12319594D+02 -0.64467042D+02 -0.13826088D+03
   0.13000000D+00  0.12305253D+02 -0.64407199D+02 -0.13816752D+03
   0.14000000D+00  0.12280915D+02 -0.64338726D+02 -0.13805709D+03
   0.15000000D+00  0.12244645D+02 -0.64260843D+02 -0.13792758D+03
   0.16000000D+00  0.12194403D+02 -0.64172747D+02 -0.13777688D+03
   0.17000000D+00  0.12128056D+02 -0.64073625D+02 -0.13760284D+03
   0.18000000D+00  0.12043384D+02 -0.63962657D+02 -0.13740323D+03
   0.19000000D+00  0.11938094D+02 -0.63839030D+02 -0.13717580D+03
   0.20000000D+00  0.11809828D+02 -0.63701941D+02 -0.13691829D+03
   0.21000000D+00  0.11656178D+02 -0.63550606D+02 -0.13662843D+03
   0.22000000D+00  0.11474695D+02 -0.63384273D+02 -0.13630395D+03
   0.23000000D+00  0.11262907D+02 -0.63202227D+02 -0.13594263D+03
   0.24000000D+00  0.11018331D+02 -0.63003797D+02 -0.13554229D+03
   0.25000000D+00  0.10738487D+02 -0.62788369D+02 -0.13510083D+03
   0.26000000D+00  0.10420919D+02 -0.62555390D+02 -0.13461620D+03
   0.27000000D+00  0.10063208D+02 -0.62304380D+02 -0.13408649D+03
   0.28000000D+00  0.96629900D+01 -0.62034935D+02 -0.13350986D+03
   0.29000000D+00  0.92179779D+01 -0.61746737D+02 -0.13288463D+03
   0.30000000D+00  0.87259785D+01 -0.61439563D+02 -0.13220926D+03
   0.31000000D+00  0.81849133D+01 -0.61113285D+02 -0.13148237D+03
   0.32000000D+00  0.75928398D+01 -0.60767882D+02 -0.13070275D+03
