        1000  1.000000000000000E-002           2   4.00000000000000     
   0.23100000D+01  0.23100000D+01  0.23100000D+01
   0.00000000D+00 -0.26051434D+02 -0.48535895D+02 -0.28899429D+03
   0.10000000D-01 -0.26050933D+02 -0.48535393D+02 -0.28899377D+03
   0.20000000D-01 -0.26047641D+02 -0.48532082D+02 -0.28899015D+03
   0.30000000D-01 -0.26036359D+02 -0.48520720D+02 -0.28897747D+03
   0.40000000D-01 -0.26008829D+02 -0.48492973D+02 -0.28894617D+03
   0.50000000D-01 -0.25954725D+02 -0.48438410D+02 -0.28888414D+03
   0.60000000D-01 -0.25863457D+02 -0.48346312D+02 -0.28877850D+03
   0.70000000D-01 -0.25726563D+02 -0.48208052D+02 -0.28861801D+03
   0.80000000D-01 -0.25539773D+02 -0.48019171D+02 -0.28839517D+03
   0.90000000D-01 -0.25303748D+02 -0.47780112D+02 -0.28810696D+03
   0.10000000D+00 -0.25023225D+02 -0.47495368D+02 -0.28775398D+03
   0.11000000D+00 -0.24705287D+02 -0.47171750D+02 -0.28733883D+03
   0.12000000D+00 -0.24357706D+02 -0.46816734D+02 -0.28686436D+03
   0.13000000D+00 -0.23987853D+02 -0.46437369D+02 -0.28633272D+03
   0.14000000D+00 -0.23602203D+02 -0.46039787D+02 -0.28574482D+03
   0.15000000D+00 -0.23206231D+02 -0.45629093D+02 -0.28510029D+03
   0.16000000D+00 -0.22804494D+02 -0.45209458D+02 -0.28439762D+03
   0.17000000D+00 -0.22400789D+02 -0.44784268D+02 -0.28363429D+03
   0.18000000D+00 -0.21998302D+02 -0.44356283D+02 -0.28280704D+03
   0.19000000D+00 -0.21599744D+02 -0.43927768D+02 -0.28191200D+03
   0.20000000D+00 -0.21207450D+02 -0.43500599D+02 -0.28094484D+03
   0.21000000D+00 -0.20823468D+02 -0.43076346D+02 -0.27990090D+03
   0.22000000D+00 -0.20449606D+02 -0.42656332D+02 -0.27877531D+03
   0.23000000D+00 -0.20087485D+02 -0.42241680D+02 -0.27756306D+03
   0.24000000D+00 -0.19738568D+02 -0.41833343D+02 -0.27625908D+03
