        1000  1.000000000000000E-002           0   2.00000000000000     
   0.58000000D+00
   0.48700000D+01 -0.59136561D+01
   0.48800000D+01 -0.59015379D+01
   0.48900000D+01 -0.58894693D+01
   0.49000000D+01 -0.58774500D+01
   0.49100000D+01 -0.58654797D+01
   0.49200000D+01 -0.58535580D+01
   0.49300000D+01 -0.58416847D+01
   0.49400000D+01 -0.58298595D+01
   0.49500000D+01 -0.58180820D+01
   0.49600000D+01 -0.58063519D+01
   0.49700000D+01 -0.57946691D+01
   0.49800000D+01 -0.57830332D+01
   0.49900000D+01 -0.57714439D+01
   0.50000000D+01 -0.57599010D+01
   0.50100000D+01 -0.57484042D+01
   0.50200000D+01 -0.57369532D+01
   0.50300000D+01 -0.57255478D+01
   0.50400000D+01 -0.57141876D+01
   0.50500000D+01 -0.57028724D+01
   0.50600000D+01 -0.56916019D+01
   0.50700000D+01 -0.56803759D+01
   0.50800000D+01 -0.56691940D+01
   0.50900000D+01 -0.56580561D+01
   0.51000000D+01 -0.56469618D+01
   0.51100000D+01 -0.56359110D+01
   0.51200000D+01 -0.56249033D+01
   0.51300000D+01 -0.56139386D+01
   0.51400000D+01 -0.56030166D+01
   0.51500000D+01 -0.55921369D+01
   0.51600000D+01 -0.55812995D+01
   0.51700000D+01 -0.55705040D+01
   0.51800000D+01 -0.55597501D+01
   0.51900000D+01 -0.55490377D+01
   0.52000000D+01 -0.55383665D+01
   0.52100000D+01 -0.55277362D+01
   0.52200000D+01 -0.55171466D+01
   0.52300000D+01 -0.55065976D+01
   0.52400000D+01 -0.54960888D+01
   0.52500000D+01 -0.54856200D+01
   0.52600000D+01 -0.54751911D+01
   0.52700000D+01 -0.54648017D+01
   0.52800000D+01 -0.54544517D+01
   0.52900000D+01 -0.54441409D+01
   0.53000000D+01 -0.54338690D+01
   0.53100000D+01 -0.54236357D+01
   0.53200000D+01 -0.54134409D+01
   0.53300000D+01 -0.54032844D+01
   0.53400000D+01 -0.53931658D+01
   0.53500000D+01 -0.53830851D+01
   0.53600000D+01 -0.53730420D+01
   0.53700000D+01 -0.53630363D+01
   0.53800000D+01 -0.53530679D+01
   0.53900000D+01 -0.53431364D+01
   0.54000000D+01 -0.53332417D+01
   0.54100000D+01 -0.53233836D+01
   0.54200000D+01 -0.53135619D+01
   0.54300000D+01 -0.53037763D+01
   0.54400000D+01 -0.52940268D+01
   0.54500000D+01 -0.52843130D+01
   0.54600000D+01 -0.52746347D+01
   0.54700000D+01 -0.52649919D+01
   0.54800000D+01 -0.52553842D+01
   0.54900000D+01 -0.52458115D+01
   0.55000000D+01 -0.52362737D+01
   0.55100000D+01 -0.52267704D+01
   0.55200000D+01 -0.52173016D+01
   0.55300000D+01 -0.52078671D+01
   0.55400000D+01 -0.51984666D+01
   0.55500000D+01 -0.51891001D+01
   0.55600000D+01 -0.51797672D+01
   0.55700000D+01 -0.51704678D+01
   0.55800000D+01 -0.51612017D+01
   0.55900000D+01 -0.51519688D+01
   0.56000000D+01 -0.51427689D+01
   0.56100000D+01 -0.51336017D+01
   0.56200000D+01 -0.51244671D+01
   0.56300000D+01 -0.51153651D+01
   0.56400000D+01 -0.51062952D+01
   0.56500000D+01 -0.50972575D+01
   0.56600000D+01 -0.50882518D+01
   0.56700000D+01 -0.50792778D+01
   0.56800000D+01 -0.50703354D+01
   0.56900000D+01 -0.50614245D+01
   0.57000000D+01 -0.50525448D+01
   0.57100000D+01 -0.50436963D+01
   0.57200000D+01 -0.50348786D+01
   0.57300000D+01 -0.50260917D+01
   0.57400000D+01 -0.50173355D+01
   0.57500000D+01 -0.50086097D+01
   0.57600000D+01 -0.49999141D+01
   0.57700000D+01 -0.49912487D+01
   0.57800000D+01 -0.49826133D+01
   0.57900000D+01 -0.49740078D+01
   0.58000000D+01 -0.49654319D+01
   0.58100000D+01 -0.49568856D+01
   0.58200000D+01 -0.49483686D+01
   0.58300000D+01 -0.49398808D+01
   0.58400000D+01 -0.49314222D+01
   0.58500000D+01 -0.49229924D+01
   0.58600000D+01 -0.49145914D+01
   0.58700000D+01 -0.49062190D+01
   0.58800000D+01 -0.48978751D+01
   0.58900000D+01 -0.48895595D+01
   0.59000000D+01 -0.48812721D+01
   0.59100000D+01 -0.48730127D+01
   0.59200000D+01 -0.48647813D+01
   0.59300000D+01 -0.48565776D+01
   0.59400000D+01 -0.48484015D+01
   0.59500000D+01 -0.48402530D+01
   0.59600000D+01 -0.48321317D+01
   0.59700000D+01 -0.48240377D+01
   0.59800000D+01 -0.48159708D+01
   0.59900000D+01 -0.48079308D+01
   0.60000000D+01 -0.47999176D+01
   0.60100000D+01 -0.47919311D+01
   0.60200000D+01 -0.47839710D+01
   0.60300000D+01 -0.47760374D+01
   0.60400000D+01 -0.47681300D+01
   0.60500000D+01 -0.47602488D+01
   0.60600000D+01 -0.47523936D+01
   0.60700000D+01 -0.47445643D+01
   0.60800000D+01 -0.47367607D+01
   0.60900000D+01 -0.47289828D+01
   0.61000000D+01 -0.47212303D+01
   0.61100000D+01 -0.47135033D+01
   0.61200000D+01 -0.47058015D+01
   0.61300000D+01 -0.46981249D+01
   0.61400000D+01 -0.46904732D+01
   0.61500000D+01 -0.46828464D+01
   0.61600000D+01 -0.46752444D+01
   0.61700000D+01 -0.46676670D+01
   0.61800000D+01 -0.46601142D+01
   0.61900000D+01 -0.46525857D+01
   0.62000000D+01 -0.46450815D+01
   0.62100000D+01 -0.46376015D+01
   0.62200000D+01 -0.46301455D+01
   0.62300000D+01 -0.46227135D+01
   0.62400000D+01 -0.46153053D+01
   0.62500000D+01 -0.46079208D+01
   0.62600000D+01 -0.46005599D+01
   0.62700000D+01 -0.45932225D+01
   0.62800000D+01 -0.45859085D+01
   0.62900000D+01 -0.45786177D+01
   0.63000000D+01 -0.45713501D+01
   0.63100000D+01 -0.45641055D+01
   0.63200000D+01 -0.45568838D+01
   0.63300000D+01 -0.45496849D+01
   0.63400000D+01 -0.45425088D+01
   0.63500000D+01 -0.45353552D+01
   0.63600000D+01 -0.45282241D+01
   0.63700000D+01 -0.45211154D+01
   0.63800000D+01 -0.45140290D+01
   0.63900000D+01 -0.45069648D+01
   0.64000000D+01 -0.44999227D+01
   0.64100000D+01 -0.44929025D+01
   0.64200000D+01 -0.44859042D+01
   0.64300000D+01 -0.44789277D+01
   0.64400000D+01 -0.44719729D+01
   0.64500000D+01 -0.44650396D+01
   0.64600000D+01 -0.44581278D+01
   0.64700000D+01 -0.44512374D+01
   0.64800000D+01 -0.44443682D+01
   0.64900000D+01 -0.44375201D+01
   0.65000000D+01 -0.44306931D+01
   0.65100000D+01 -0.44238871D+01
   0.65200000D+01 -0.44171020D+01
   0.65300000D+01 -0.44103377D+01
   0.65400000D+01 -0.44035940D+01
   0.65500000D+01 -0.43968710D+01
   0.65600000D+01 -0.43901685D+01
   0.65700000D+01 -0.43834863D+01
   0.65800000D+01 -0.43768245D+01
   0.65900000D+01 -0.43701829D+01
   0.66000000D+01 -0.43635614D+01
   0.66100000D+01 -0.43569600D+01
   0.66200000D+01 -0.43503785D+01
   0.66300000D+01 -0.43438168D+01
   0.66400000D+01 -0.43372749D+01
   0.66500000D+01 -0.43307527D+01
   0.66600000D+01 -0.43242501D+01
   0.66700000D+01 -0.43177669D+01
   0.66800000D+01 -0.43113032D+01
   0.66900000D+01 -0.43048588D+01
   0.67000000D+01 -0.42984336D+01
   0.67100000D+01 -0.42920276D+01
   0.67200000D+01 -0.42856406D+01
   0.67300000D+01 -0.42792727D+01
   0.67400000D+01 -0.42729236D+01
   0.67500000D+01 -0.42665934D+01
   0.67600000D+01 -0.42602819D+01
   0.67700000D+01 -0.42539890D+01
   0.67800000D+01 -0.42477147D+01
   0.67900000D+01 -0.42414589D+01
   0.68000000D+01 -0.42352214D+01
   0.68100000D+01 -0.42290023D+01
   0.68200000D+01 -0.42228014D+01
   0.68300000D+01 -0.42166187D+01
   0.68400000D+01 -0.42104540D+01
   0.68500000D+01 -0.42043073D+01
   0.68600000D+01 -0.41981786D+01
   0.68700000D+01 -0.41920677D+01
   0.68800000D+01 -0.41859746D+01
   0.68900000D+01 -0.41798991D+01
   0.69000000D+01 -0.41738413D+01
   0.69100000D+01 -0.41678011D+01
